uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,class
spotify:track:4o8STNAL91xc7EvuvqSKk1,Whatever It Is,Zac Brown Band,6yJCxee7QumYr820xdIsjo,0Im5nUhAuNDSYVjfPh7RyS,The Foundation,208213,False,1,0.686,0.576,1,-6.632,1,0.0284,0.443,1.7e-05,0.212,0.72,83.971,22
spotify:track:7FqrsV0vBwNiQNQI6jfzni,Old Number Seven,The Devil Makes Three,63knPlGzLHTNDf1J78Fvte,18VR3tbMXiPOEj4rQfSp1k,The Devil Makes Three,200720,False,61,0.571,0.427,11,-7.574,1,0.0405,0.202,0.0,0.1,0.894,142.454,1
spotify:track:0EsozsJjBFWTGXcfQHU7iQ,Jack Daniels,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,5dtw6CoMhbrSj01YUvdQOF,Chief,304040,False,49,0.735,0.732,2,-6.284,1,0.0415,0.257,0.0698,0.0587,0.92,144.674,6
spotify:track:33AQv3sfvHmtGfYNIJpi96,Tequila Makes Her Clothes Fall Off,Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc,6nnI4w6ogIVZLeNJgLmu94,Greatest Hits,187066,False,51,0.654,0.745,2,-5.685,1,0.0281,0.134,0.0,0.079,0.679,93.931,17
spotify:track:2FfZg072w8RoxlMOR7M4CT,Ants Marching,Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,0SeRWS3scHWplJhMppd6rJ,Under the Table and Dreaming (Expanded Edition),271186,False,61,0.637,0.856,2,-4.34,1,0.034,0.0187,1.99e-05,0.0157,0.846,113.32,24
spotify:track:77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1Jv2AqzhgsduUik2p4k3cS,Some Girls,265173,False,74,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,3
spotify:track:1oTSNAbTf9euFzHROnB5ph,Codeine,Jason Isbell and the 400 Unit,3Lg3FGwBxOGuefqekQzRUf,4zWq7gdAngIrcyWZ4dRgMk,Here We Rest,336933,False,0,0.561,0.522,7,-9.397,1,0.0262,0.201,1.74e-05,0.286,0.785,132.102,22
spotify:track:0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,5FHwr1FymaS5kutIEK6e2y,2W5SVDEBlGqHYqt5sa9PnA,Dancing in the Moonlight,181133,False,74,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,8
spotify:track:2tgQaL85WoRfgEa4hFQgrE,Feathered Indians,Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,35LcGAeeMwVeIJrDpB3Gkz,Purgatory,224946,True,80,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,7
spotify:track:3euDGpS2R0NC2Xssqxohva,Scarlet Begonias - 2013 Remaster,Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,68jAZmtRB51enSAufOJBtJ,From the Mars Hotel,259702,False,58,0.537,0.559,4,-12.224,1,0.0315,0.314,0.000795,0.116,0.918,167.758,17
spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,Work Song,Hozier,2FXC3k01G6Gw61bmprjgqS,4Pv7m8D82A1Xun7xNCKZjJ,Hozier (Expanded Edition),229720,False,68,0.531,0.363,10,-7.672,1,0.0608,0.749,0.0,0.112,0.259,121.412,1
spotify:track:4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Hozier,2FXC3k01G6Gw61bmprjgqS,4Pv7m8D82A1Xun7xNCKZjJ,Hozier (Expanded Edition),223120,False,66,0.555,0.727,6,-4.202,1,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142,5
spotify:track:4NpYrBb5iuDqW1S5qrU3b6,Feelin' Good Again,Robert Earl Keen,1jjpkAHC8bd9fRFfgKyYLP,0n7FDhF0uwZ7hKpEyH9Ycq,Walking Distance,196866,False,51,0.57,0.408,7,-12.572,1,0.036,0.796,2.61e-05,0.108,0.495,110.08,9
spotify:track:4RNWtg4RBgomLc5evNQCsi,The Weary Kind (Theme from Crazy Heart),Ryan Bingham,31z9f9AyPawiq0qlBO1M3i,37dvCriHpMVzbmJGmNqLGz,Crazy Heart: Original Motion Picture Soundtrack (Deluxe Edition),258200,False,37,0.464,0.31,2,-16.379,1,0.0288,0.934,0.0296,0.121,0.289,99.95,22
spotify:track:0Y2SrByf4G3kbq2nBEHQRn,Spirit in the Sky,Norman Greenbaum,7f8LNBVXN0h35veHrpxQFL,52LfK1ML8u7Xj1ArC8oC22,Music From The Motion Picture Michael,239600,False,1,0.601,0.643,2,-5.828,1,0.0314,0.112,0.00209,0.088,0.552,128.262,12
spotify:track:57J2znxukXsXzS3XPuZ1TG,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1YYEC5hLwDbQPtErSBD223,The Rolling Stones Singles Collection: The London Years (Remastered),222840,False,0,0.722,0.882,2,-6.763,1,0.0348,0.0354,0.0496,0.119,0.921,136.299,22
spotify:track:6EuudaFtwibd4tzcWjonb2,How Sweet It Is (To Be Loved by You),James Taylor,0vn7UBvSQECKJm2817Yf1P,2L4U4JjEADYaVltkvDrkCC,Greatest Hits,215253,False,50,0.741,0.612,0,-11.048,1,0.0622,0.242,0.0,0.111,0.812,108.758,25
spotify:track:3BEZCNZSmVv30vsMNSOCri,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,3ebyEGol0Abc7VAxYf7vEg,Unplugged (Deluxe Edition),289026,False,40,0.558,0.524,2,-11.626,0,0.0459,0.321,0.000952,0.94,0.636,93.654,5
spotify:track:3ykSdTGmYPFl8pDBXer1zG,Cocaine,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,5MAL7e4EnKXW1hFg6NbFqP,Slowhand 35th Anniversary (Super Deluxe),221640,False,66,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,0
spotify:track:4OJFkrRQqol4FsPesF8eu4,Saturday in the Park - 2002 Remaster,Chicago,3iDD7bnsjL9J4fO298r0L0,2oSXXINsWGuEsc4udgWxh8,Chicago V (Expanded & Remastered),235666,False,63,0.67,0.763,7,-6.864,1,0.0341,0.155,0.0,0.0799,0.61,114.398,22
spotify:track:5dVtj4IAnYSrI3jVfIFIaC,Farmhouse,Phish,5wbIWUzTPuTxTyG6ouQKqz,63pJMk3S5vS5e8wrInkDhi,Farmhouse,242040,False,50,0.447,0.743,0,-6.574,1,0.0282,0.209,0.0,0.0974,0.567,143.993,12
spotify:track:14e46mURUUwB3i2vTe1gFz,Astrovan,Mt. Joy,69tiO1fG8VWduDl3ji2qhI,5h9FO7QRZMcrcnSYvihQ01,Mt. Joy,186133,False,66,0.548,0.444,3,-9.4,1,0.0384,0.866,0.0,0.134,0.62,169.917,11
spotify:track:43a41kwTMZClWCLTONiaqm,Bob Marley,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,6R6Xy2gwyTO6GS1Cs4K1cI,Waking Up The Giants,216066,False,49,0.562,0.695,6,-4.662,1,0.0332,0.0151,0.119,0.122,0.446,118.174,6
spotify:track:5sIBOrRLBI6ypREdEPj2wQ,All I Want Is You,Barry Louis Polisar,6MUxF4ehonXZ8Q6YMFI2xb,3Dm3Kc5oOFtesVJe5TF1HG,Juno - Music From The Motion Picture,157586,False,56,0.557,0.407,7,-11.361,1,0.0457,0.402,0.0,0.0638,0.793,180.919,11
spotify:track:7LbfuQVct78YoghmoPtsQ8,Casey Jones - 2013 Remaster,Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,4jxokHekH1qSad1DcC82ku,Workingman's Dead,265067,False,60,0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678,13
spotify:track:2yGoiZes2YcueNA4nGDmdS,Bang Bang,DISPATCH,6v4jPZO3UIDNJIgdxRxtr9,0tN2TkilPoLmqN21UJBC77,Bang Bang,267746,False,59,0.572,0.488,4,-10.179,1,0.124,0.668,0.0,0.11,0.642,132.142,0
spotify:track:6iCJCZqDJjmBxt07Oid6FI,Buttercup,Hippo Campus,1btWGBz4Uu1HozTwb2Lm8A,0vb1g018puu47StlIi9wxC,Landmark,226610,False,64,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,25
spotify:track:1orVKbp6vqtfAPOmvRofVq,Rock'n Me,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,0fjJOLqG3v7vXRYhz2wxPC,Fly Like An Eagle,187066,False,67,0.695,0.582,4,-11.35,1,0.0651,0.297,0.0,0.123,0.892,122.433,7
spotify:track:67eX1ovaHyVPUinMHeUtIM,Hurts So Good,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,4gouGcdQn9OvjX42xnWrF0,American Fool,218960,False,73,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,0
spotify:track:2Hw2JEL4tjdcX8aERfIdBF,Come On Eileen,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,1t3WvyIo7EFoReLs2zrqjq,St. Paddys Day,283000,False,56,0.45,0.674,2,-6.722,1,0.0485,0.658,4.29e-06,0.404,0.72,106.959,7
spotify:track:2SUpC3UgKwLVOS2FtZif9N,Carry on Wayward Son,Kansas,2hl0xAkS2AIRAu23TVMBG1,5LNcEWLS2ysZU9Eid63qRJ,The Essential Kansas,322093,False,62,0.452,0.788,7,-5.712,1,0.0326,0.00283,0.000116,0.441,0.793,126.739,9
spotify:track:24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,36IxIOGEBAXVozDSiVs09B,Toys In The Attic,274133,False,74,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,12
spotify:track:2x0supcZhd6NEH1nem9DnR,The Night They Drove Old Dixie Down - Remastered 2000,The Band,4vpDg7Y7fU982Ds30zawDA,0nPrnmv6maJLLaPpy1cWGB,The Band (Expanded Edition),213266,False,0,0.507,0.493,0,-8.786,1,0.0327,0.453,0.0,0.241,0.467,127.671,22
spotify:track:3BmcfKWiJOfURa9PI1jFr4,Highwayman,The Highwaymen,6e7QpHYqEiyJGiM98IysLa,3HoSFsrDuaxgwLUBpC2zUE,The Essential Highwaymen,182773,False,0,0.674,0.443,11,-13.101,0,0.0443,0.483,0.0122,0.128,0.449,101.331,22
spotify:track:0g0d7TYam9svE9sZKDVyOg,Beer Can’t Fix,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,1nsSyx2tGekAcDRAbeZvyr,Beer Can’t Fix,209733,False,0,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,22
spotify:track:1ju7EsSGvRybSNEsRvc7qY,Simple Man,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,6DExt1eX4lflLacVjHHbOs,Pronounced' Leh-'Nerd 'Skin-'Nerd,356626,False,74,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,6
spotify:track:3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,0fjJOLqG3v7vXRYhz2wxPC,Fly Like An Eagle,282693,False,67,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,0
spotify:track:3TWffuE2fuzzl1qC2W2V6j,24 Frames,Jason Isbell,3Q8wgwyVVv0z4UEh1HB0KY,1foB2t5YmfC6PxIC31g5Cp,Something More Than Free,193613,False,50,0.568,0.527,4,-10.206,0,0.0249,0.156,0.0,0.136,0.761,104.93,7
spotify:track:0Jl5bIEve3A4axcjY3EgDZ,Feelin' Alright,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,74sIm8QdXqFwYeDS7OfYVw,With A Little Help From My Friends,250840,False,62,0.535,0.824,5,-10.142,1,0.0391,0.625,0.0379,0.299,0.895,90.12,22
spotify:track:7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0jTGHV5xqHPvEcwL8f6YU5,Let It Be (Remastered),243026,False,78,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,0
spotify:track:7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,The Animals,3ICflSq6ZgYAIrm2CTkfVP,0Xwkx2TLFwRcoK0OWQ0Msa,The Animals,271280,False,73,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,22
spotify:track:4OSZGBSgURF74RO0dRA8HY,Far Away Eyes - Remastered,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1Jv2AqzhgsduUik2p4k3cS,Some Girls,263960,False,49,0.667,0.605,5,-5.683,1,0.0258,0.504,0.014,0.246,0.69,94.346,25
spotify:track:1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1Mhn9VosyjtWn4dMPFlna6,The Stranger (Legacy Edition),235560,False,68,0.579,0.872,0,-6.126,1,0.159,0.159,0.0,0.0935,0.761,76.214,12
spotify:track:2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,5bDxAyJiTYBat1YnFJhvEK,5yqBTSoJqE9EfApl2Pptva,"But Seriously, Folks...",536226,False,66,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,27
spotify:track:2HsjJJL4DhPCzMlnaGv7ap,Small Town,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,1BYEhfr8qQGNhbqPAbfnxk,Scarecrow,221626,False,66,0.659,0.919,11,-2.658,1,0.0333,0.155,0.0054,0.312,0.631,123.135,1
spotify:track:7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,6TLTd0P2CUI0Q29AQ1LyFi,Tom Petty & The Heartbreakers,214733,False,72,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,1
spotify:track:0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,0PMasrHdpaoIRuHuhHp72O,Born In The U.S.A.,278680,False,75,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,0
spotify:track:22UhQSbYimuCnvI0Y07gFX,Stand - Remastered,R.E.M.,4KWTAlx2RvbpseOGMEmROg,7rfKAiPs9ToZP9zEJDBqBH,Green (Remastered),192960,False,57,0.653,0.738,4,-10.057,1,0.0285,0.397,0.0,0.0931,0.932,109.322,22
spotify:track:7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,2X8UOIkZQdcz2Hi5Ynt2uk,Scream,358053,False,68,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,0
spotify:track:0A4PZuepTcIQVvA5m7R0M1,Don't You (Forget About Me) - Remastered,Simple Minds,6hN9F0iuULZYWXppob22Aj,7dKQCCQnnkqgRQFxKRDqkJ,Celebrate (Greatest Hits),263973,False,1,0.602,0.784,11,-7.976,0,0.0313,0.00398,0.0852,0.0931,0.918,133.019,22
spotify:track:01iyCAUm8EvOFqVWYJ3dVX,Dancing Queen,ABBA,0LcJLqbBmaGUft1e9Mm8HV,79ZX48114T8NH36MnOTtl7,Arrival,230400,False,0,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,0
spotify:track:61w1Ry5X8UUsbNoPG7zRP1,Land of 1000 Dances,Wilson Pickett,0N5PyKJzS3M1XNlaCL7bbE,3R7ZC37Ur3zx40M06RLMMd,Rhino Hi-Five: Wilson Pickett,146973,False,10,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,17
spotify:track:5TUa3AsgSh3kJIuXn42wig,"Shout, Pts. 1 & 2",The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,21O10zQ7YrFOTgfyRmopHs,It's Your Thing: The Story Of The Isley Brothers,267333,False,48,0.467,0.831,10,-7.661,1,0.0683,0.549,0.0,0.95,0.547,137.355,20
spotify:track:4CoGNqLap7UGU5Q3VdKug0,Ain't Too Proud To Beg,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,3RE8NUULcBzFvVtCmlI4lb,Gettin' Ready (Expanded Edition),156173,False,66,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,12
spotify:track:4tZp15Dj8yJH3lyf0uh2A4,Easy Love,Sigala,1IueXOQyABrMOprrzwQJWN,5CIOnMZ40kYIV2Ye7aCDwF,Easy Love (Original Mix),228586,False,44,0.696,0.955,9,-2.887,1,0.0688,0.257,0.00114,0.092,0.689,124.01,0
spotify:track:5MbNAHqNksNDycMZ0WUaO5,Do You Love Me - Mono Single,The Contours,2ugPdplEWBmyU6EcIzlcY1,2G0JyShMMLNySS5fKwxevJ,20th Century Masters: The Millennium Collection: Best Of The Contours,172400,False,42,0.62,0.81,5,-6.594,1,0.039,0.432,0.0,0.0843,0.793,150.737,9
spotify:track:5kaF88lat4fWUiDXP6G48M,"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",Deniece Williams,5jNGQ7VOU87x5402JjhTtd,4FZ9s0pelFSliPWhVEWRcC,Footloose (15th Anniversary Collectors' Edition),261893,False,56,0.783,0.573,7,-8.521,1,0.0462,0.177,8.5e-05,0.043,0.789,122.744,1
spotify:track:215FhW3fQM0Stny1JwlNp5,Under Pressure,Queen,1dfeR4HaWDbWqFHLkxsg1d,3IEYRDcuzraCqqH1wTU9Ay,Hot Space,245453,False,0,0.663,0.719,2,-8.785,1,0.0565,0.144,1.4e-06,0.171,0.538,113.457,1
spotify:track:6bGfLXep8L61VFcIHDCRb0,Another One Bites The Dust,Queen,1dfeR4HaWDbWqFHLkxsg1d,0fILcEeCEzSDeesWCg1eGN,The Game,218200,False,0,0.933,0.463,5,-9.338,0,0.152,0.0938,0.28,0.121,0.765,109.886,0
spotify:track:6foY66mWZN0pSRjZ408c00,Whiskey Glasses,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,1IR2nlwX6YVTXXeu2qzoWO,If I Know Me,234346,False,82,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,0
spotify:track:3yHTTHbT058Ow0favhZO38,Rearview Town,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,7AtG1L0ULYeaUjfbUabPGv,Rearview Town,184173,False,53,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,22
spotify:track:0leBYsvyyFSXc1aeuFVgTD,Drinkin' Terms,Cody Purvis,3uVEo0XTel7WqHQlSnRehM,51TUPlYZ6L19N3whHf2nbT,Drinkin' Terms,176262,False,37,0.599,0.659,5,-5.241,1,0.0371,0.287,2.06e-06,0.505,0.644,82.002,0
spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,Night Shift,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,1DTBcVfk3zXPHRmgpY6rFZ,California Sunrise,172253,False,75,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,22
spotify:track:5OBtr92M0xsvOGqpnz3LzW,Ridin' Roads,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,5k9qdzeVjlGweGxnb4cnGd,Ridin' Roads,205426,False,0,0.547,0.817,9,-4.255,1,0.0448,0.0986,0.0,0.136,0.592,142.118,3
spotify:track:1gxml65g5zmtazTjuvWDqc,Black and White,Christie Huff,3mdJ7xExgfvMfYEAK7rEy7,3AT1nne2mrjNoLgEMl7KyA,Black and White,226500,False,17,0.62,0.421,11,-8.588,1,0.0329,0.625,1.17e-06,0.428,0.0697,130.849,0
spotify:track:0uSGTaHms9ceAxb7L6VLrU,All To Myself,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,4l1uFciDagHkMtclb9xuj4,All To Myself,169612,False,52,0.651,0.782,1,-4.622,1,0.0303,0.23,0.0,0.139,0.619,94.94,9
spotify:track:3ZvunC3FkxtVWhmiBGmlGM,Stutter,Granger Smith,4sTFGCigAQIUiEy8wSSQNF,4R6CBTblAXNOexIDEK4yNu,When The Good Guys Win,197160,False,37,0.606,0.848,4,-5.726,1,0.0361,0.214,7.14e-05,0.111,0.49,132.004,0
spotify:track:6JOeNbZ3X6dtXusG3hkHn8,We Were,Keith Urban,0u2FHSq3ln94y5Q57xazwf,2yXYlRyEDDjZwKJ9nZbSib,We Were,189104,False,49,0.44,0.803,5,-6.162,1,0.0512,0.127,0.0,0.128,0.633,79.312,5
spotify:track:7g9YrTuImvIkpS9uveKdCO,The Bones,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,3wRyo249Hi01jeaxnkJ49m,GIRL...The Bones,197293,False,0,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,29
spotify:track:3L5cSHbf7oBWubuCwJbUGt,Nothing To Do Town,Dylan Scott,78YqeIji3mgAS2K1Maca6x,5WNhGMQk003WHUGkRrVB53,Nothing To Do Town,185413,False,0,0.551,0.836,2,-5.182,1,0.0338,0.0249,1.33e-05,0.222,0.911,147.954,9
spotify:track:3d1qN7AHge6BXuVPutcpI5,Some Of It,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,5TjDN2hfsgNWVtP8Ew56Xx,Desperate Man,195146,False,58,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,2
spotify:track:3g9OCNXY2aSbGRQGY17qVE,What Happens In A Small Town,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,6LF5fXCN9UPwvHHtzF22Ln,What Happens In A Small Town,202586,False,49,0.496,0.775,11,-5.304,1,0.0411,0.000927,0.0,0.14,0.478,138.165,9
spotify:track:6wmX0tZ4Dkzg32z1k9x4Y5,All On You,Mitchell Tenpenny,1p6CdzJRoicjRcSdWoB9Qc,09eDO7D2wqhuy1bMzfIpm9,Telling All My Secrets,190026,False,0,0.582,0.737,6,-4.056,1,0.0364,0.0636,0.0,0.101,0.72,168.125,11
spotify:track:3yNuWBImT0geeISSCMbE3p,My Miracle,Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,0CkY1OmLa5NdAyrsKNZ2vi,My Miracle,250429,False,44,0.573,0.656,4,-5.564,1,0.0274,0.496,3.41e-05,0.0991,0.547,140.036,2
spotify:track:1HY7Ze0NWqDJkl4g4MV62Q,Look What God Gave Her,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,302VQGTJKXl3wUNxHntBnH,Look What God Gave Her,168214,False,0,0.732,0.847,2,-3.921,1,0.0307,0.0221,0.0,0.246,0.885,113.012,0
spotify:track:6voi5xnLs9JKmWG2oLmgDU,Raised on Country,Chris Young,4BYxqVkZyFjtik7crYLg5Q,66JJneTDQTIYsQ6vEYe8qs,Raised on Country,175594,False,55,0.572,0.794,2,-3.224,1,0.0455,0.395,0.0,0.23,0.79,148.095,21
spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,God's Country,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,5b92Q0wcU49AnhBmu3IxOx,God's Country,205106,False,70,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,0
spotify:track:56eGOeSsqdg3FLxdo83TwV,Rumor,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,3GyH4lUfzEkbxlaW5xTYYL,Lee Brice,198440,False,72,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,9
spotify:track:2uJwGoHVPStmWV7iTKEhcn,Make Me Want To,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,1FZ4ysoRQblNEW0uoFk3v0,Mercury Lane,172280,False,0,0.519,0.872,2,-3.212,1,0.0616,0.0793,0.0,0.111,0.74,179.965,21
spotify:track:1oRRLczVT5KkZkPHXG70n7,To a T,Ryan Hurd,7lDVEkjIURPMyUYwoQRrpw,4AbT70Vdn1lAdKmpJxNKD5,To a T,178813,False,0,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.04,29
spotify:track:7JK0nPw98vJmgEElMUfg5v,Take It From Me,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,6Zd32WsWdwN0rY2c9X04aL,Take It From Me,174254,False,50,0.6,0.892,10,-3.117,1,0.0521,0.0291,0.0,0.352,0.595,100.057,22
spotify:track:1SVqPKwkGssw1ao0Jqmx2b,Someone I Used To Know,Zac Brown Band,6yJCxee7QumYr820xdIsjo,3T6cDvU5DWb72tRBxubVpc,Someone I Used To Know,209264,False,0,0.621,0.746,6,-5.69,0,0.03,0.000927,0.00108,0.102,0.334,107.953,24
spotify:track:7IVTmZGRp264dILwTNXzjG,Buy My Own Drinks,Runaway June,7yPbJOX7olhT3ynAyuj3Zl,7nReEz8YlDZEyH5Gi9UNDZ,Buy My Own Drinks,206293,False,0,0.686,0.9,5,-4.406,1,0.0614,0.068,0.0,0.0985,0.962,155.963,12
spotify:track:3ksmU0DaEUMEVzx5V6cc3z,One Man Band,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,55uC8u8BqPgA4LGWALnOK3,Old Dominion,186520,False,0,0.705,0.363,6,-8.327,1,0.0355,0.667,0.0,0.112,0.482,75.98,14
spotify:track:3OjNkFFZavF89xvRqWCXmU,On My Way to You,Cody Johnson,6zLBxLdl60ekBLpawtT63I,62aYom0k3j1RBe4uPC64ob,Ain't Nothin' to It,213306,False,66,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,22
spotify:track:49oBFP6ZHPtd6t33LFTD3E,Good Vibes,Chris Janson,60gmlHZmT16wiO9GiXKYK9,6eC1yisEI9vTlYLsPhCett,Good Vibes,165586,False,54,0.582,0.846,0,-2.771,1,0.0451,0.022,0.0,0.133,0.736,92.004,1
spotify:track:6HBhMdKR4HRfQ3fuGUFbzE,Famous,Adam Doleac,4NsVVzuaZGk4aya8Pyacew,5lFCULlNTvKxZ7wBaU0wcP,Famous,186450,False,0,0.736,0.423,7,-6.934,1,0.0428,0.398,0.0,0.108,0.346,94.919,0
spotify:track:2SHbF9xWleu30pAHfOZaEn,Nobody,Dylan Scott,78YqeIji3mgAS2K1Maca6x,7zbGssKdxVpFJJg2TQCntk,Nobody,160706,False,0,0.573,0.747,0,-6.46,1,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,5
spotify:track:6uVzeU47Qzg0rrMneP5BNg,Love Ain't,Eli Young Band,6eKWqnckwdIlSnjaYgIyxv,5EINVVHmix3Yvu6ruZC1L0,Love Ain't,186118,False,61,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,0
spotify:track:2h8szyWmfavIbiWm0KWpB0,Can’t Hide Red,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,64nhe9s692yKECAoMcEQ8U,Can't Say I Ain't Country,181600,False,50,0.514,0.864,4,-3.246,0,0.0502,0.0256,0.0,0.103,0.471,94.927,22
spotify:track:1GGY3gxsdIfEGua4hZFwXN,My Love,Clare Dunn,2VDsDEKCdNm7c7Ve43Z9gw,3lBrd6we9l3uEg4yBPObO5,My Love,195788,False,27,0.686,0.888,7,-2.173,1,0.055,0.0584,0.0,0.211,0.598,109.994,7
